timestamp,text,predicted_label,true_label,confidence
2025-06-03T19:42:19.959265,Need AWS admin access for deployment,permission_change,,0.7551249865103826
2025-06-03T19:43:30.363154,Need AWS admin access for deployment,permission_change,,0.7551249865103826
2025-06-03T20:00:12.684740,Need AWS admin access for deployment,permission_change,,0.7551249865103826
2025-06-03T20:02:01.394286,Onboard vendor Microsoft for Office 365 integration,vendor_approval,,0.7792499838164573
2025-06-03T20:02:01.475708,Onboard vendor Microsoft for Office 365 integration,vendor_approval,,0.7792499838164573
2025-06-03T20:02:01.551410,Approve contractor for security audit services,vendor_approval,,0.7526666504831239
2025-06-03T20:02:01.629659,Approve contractor for security audit services,vendor_approval,,0.7526666504831239
2025-06-03T20:02:01.703932,Need approval for third-party analytics platform,other,,0.7348749838164572
2025-06-03T20:02:01.779368,Need approval for third-party analytics platform,other,,0.7348749838164572
2025-06-03T20:02:01.858279,Request vendor approval for AWS partnership,vendor_approval,,0.7812916504831239
2025-06-03T20:02:01.947268,Request vendor approval for AWS partnership,vendor_approval,,0.7812916504831239
2025-06-03T20:02:02.027672,Need admin access to production database,permission_change,,0.5039194718072101
2025-06-03T20:02:02.101961,Need admin access to production database,permission_change,,0.5039194718072101
2025-06-03T20:02:02.178391,Request elevated permissions for system maintenance,permission_change,,0.23721409651117537
2025-06-03T20:02:02.263034,Request elevated permissions for system maintenance,permission_change,,0.23721409651117537
2025-06-03T20:02:02.344012,Temporary sudo access for server patching,permission_change,,0.8252499865103826
2025-06-03T20:02:02.422761,Temporary sudo access for server patching,permission_change,,0.8252499865103826
2025-06-03T20:02:02.501154,Root access needed for security updates,permission_change,,0.49340796937815434
2025-06-03T20:02:02.577713,Root access needed for security updates,permission_change,,0.49340796937815434
2025-06-03T20:02:02.648787,Open port 443 to external API endpoint,firewall_change,,0.7321309361974097
2025-06-03T20:02:02.722037,Open port 443 to external API endpoint,firewall_change,,0.7321309361974097
2025-06-03T20:02:02.794905,Need firewall rule for SSH access to 10.0.1.5,firewall_change,,0.715151769530743
2025-06-03T20:02:02.866924,Need firewall rule for SSH access to 10.0.1.5,firewall_change,,0.715151769530743
2025-06-03T20:02:02.939537,Allow connection from office to production VPN,network_access,,0.2396664774635563
2025-06-03T20:02:03.013033,Allow connection from office to production VPN,network_access,,0.2396664774635563
2025-06-03T20:02:03.085436,Whitelist IP 192.168.1.100 for database access,data_export,,0.7014999838164573
2025-06-03T20:02:03.163753,Whitelist IP 192.168.1.100 for database access,data_export,,0.7014999838164573
2025-06-03T20:02:03.239923,Need access to customer database for analysis,data_export,,0.7148333171497907
2025-06-03T20:02:03.312519,Need access to customer database for analysis,data_export,,0.7148333171497907
2025-06-03T20:02:03.390372,Export user data for GDPR compliance report,data_export,,0.8265624838164574
2025-06-03T20:02:03.464750,Export user data for GDPR compliance report,data_export,,0.8265624838164574
2025-06-03T20:02:03.542311,Query production logs for debugging issue,other,,0.1852765965111753
2025-06-03T20:02:03.615888,Query production logs for debugging issue,other,,0.1852765965111753
2025-06-03T20:02:03.687580,Read access to sales data for quarterly report,data_export,,0.7245199161753255
2025-06-03T20:02:03.758837,Read access to sales data for quarterly report,data_export,,0.7245199161753255
2025-06-03T20:02:03.830384,SSH access to AWS EC2 for deployment,cloud_resource_access,,0.7793333171497907
2025-06-03T20:02:03.907512,SSH access to AWS EC2 for deployment,cloud_resource_access,,0.7793333171497907
2025-06-03T20:02:03.980330,Need login to Azure staging environment,cloud_resource_access,,0.17069326317784198
2025-06-03T20:02:04.051474,Need login to Azure staging environment,cloud_resource_access,,0.17069326317784198
2025-06-03T20:02:04.123310,Access to GCP servers for monitoring,cloud_resource_access,,0.21283909651117533
2025-06-03T20:02:04.197531,Access to GCP servers for monitoring,cloud_resource_access,,0.21283909651117533
2025-06-03T20:02:04.269265,Connect to development server for testing,other,,0.233318263177842
2025-06-03T20:02:04.343790,Connect to development server for testing,other,,0.233318263177842
2025-06-03T20:02:04.418356,ReadOnly access to S3 bucket acme-prod-concern,cloud_resource_access,,0.21283909651117533
2025-06-03T20:02:04.489530,ReadOnly access to S3 bucket acme-prod-concern,cloud_resource_access,,0.21283909651117533
2025-06-03T20:02:04.564314,Install VSCode extension 'soon',devtool_install,,0.741937485144831
2025-06-03T20:02:04.637017,Install VSCode extension 'soon',devtool_install,,0.741937485144831
2025-06-03T20:02:04.708292,Export 12GB of anonymized data to S3 bucket acme-dev-alone,data_export,,0.7970618807591943
2025-06-03T20:02:04.781726,Export 12GB of anonymized data to S3 bucket acme-dev-alone,data_export,,0.7970618807591943
2025-06-03T20:02:04.852873,Allow SSH to external IP 49.202.16.65 on port 22,firewall_change,,0.7321309361974097
2025-06-03T20:02:04.926604,Allow SSH to external IP 49.202.16.65 on port 22,firewall_change,,0.7321309361974097
2025-06-03T20:02:04.998708,Open port 3306 from 10.68.105.0/24 to RDS cluster rds-acme-prod,firewall_change,,0.7321309361974097
2025-06-03T20:02:05.071860,Open port 3306 from 10.68.105.0/24 to RDS cluster rds-acme-prod,firewall_change,,0.7321309361974097
2025-06-03T20:02:05.145325,Temporary admin access to AWS for 4 hours,permission_change,,0.756708319843716
2025-06-03T20:02:05.218882,Temporary admin access to AWS for 4 hours,permission_change,,0.756708319843716
2025-06-03T20:02:05.292723,Onboard vendor Quinn LLC for campaign analytics,vendor_approval,,0.7834166504831239
2025-06-03T20:02:05.368905,Onboard vendor Quinn LLC for campaign analytics,vendor_approval,,0.7834166504831239
2025-06-03T20:02:05.445066,Export 37GB of anonymized data to S3 bucket acme-prod-week,data_export,,0.7970618807591943
2025-06-03T20:02:05.518473,Export 37GB of anonymized data to S3 bucket acme-prod-week,data_export,,0.7970618807591943
2025-06-03T20:02:05.601710,Allow SSH to external IP 114.230.108.92 on port 22,firewall_change,,0.7321309361974097
2025-06-03T20:02:05.676397,Allow SSH to external IP 114.230.108.92 on port 22,firewall_change,,0.7321309361974097
2025-06-03T20:02:05.749913,Onboard vendor Day-Gilbert for campaign analytics,vendor_approval,,0.7834166504831239
2025-06-03T20:02:05.821620,Onboard vendor Day-Gilbert for campaign analytics,vendor_approval,,0.7834166504831239
2025-06-03T20:02:05.899848,Export 24GB of anonymized data to S3 bucket acme-dev-against,data_export,,0.7970618807591943
2025-06-03T20:02:05.979934,Export 24GB of anonymized data to S3 bucket acme-dev-against,data_export,,0.7970618807591943
2025-06-03T20:02:06.052773,Onboard vendor Myers-Rogers for campaign analytics,vendor_approval,,0.7834166504831239
2025-06-03T20:02:06.123167,Onboard vendor Myers-Rogers for campaign analytics,vendor_approval,,0.7834166504831239
2025-06-03T20:02:06.200244,Allow SSH to external IP 29.115.73.114 on port 22,firewall_change,,0.7321309361974097
2025-06-03T20:02:06.273818,Allow SSH to external IP 29.115.73.114 on port 22,firewall_change,,0.7321309361974097
2025-06-03T20:02:06.351966,Install VSCode extension 'senior',devtool_install,,0.741937485144831
2025-06-03T20:02:06.428039,Install VSCode extension 'senior',devtool_install,,0.741937485144831
2025-06-03T20:02:06.498699,Open port 3306 from 10.118.144.0/24 to RDS cluster rds-acme-prod,firewall_change,,0.7321309361974097
2025-06-03T20:02:06.570961,Open port 3306 from 10.118.144.0/24 to RDS cluster rds-acme-prod,firewall_change,,0.7321309361974097
2025-06-03T20:02:06.643695,Temporary admin access to AWS for 8 hours,permission_change,,0.756708319843716
2025-06-03T20:02:06.714804,Temporary admin access to AWS for 8 hours,permission_change,,0.756708319843716
2025-06-03T20:02:06.788354,Open port 3306 from 10.91.173.0/24 to RDS cluster rds-acme-dev,firewall_change,,0.7321309361974097
2025-06-03T20:02:06.867190,Open port 3306 from 10.91.173.0/24 to RDS cluster rds-acme-dev,firewall_change,,0.7321309361974097
2025-06-03T20:02:06.940402,Allow SSH to external IP 139.172.58.115 on port 22,firewall_change,,0.7321309361974097
2025-06-03T20:02:07.015743,Allow SSH to external IP 139.172.58.115 on port 22,firewall_change,,0.7321309361974097
2025-06-03T20:02:07.089741,Open port 3306 from 10.225.50.0/24 to RDS cluster rds-acme-dev,firewall_change,,0.7321309361974097
2025-06-03T20:02:07.163194,Open port 3306 from 10.225.50.0/24 to RDS cluster rds-acme-dev,firewall_change,,0.7321309361974097
2025-06-03T20:02:07.235375,Export 8GB of anonymized data to S3 bucket acme-stage-option,data_export,,0.7970618807591943
2025-06-03T20:02:07.317240,Export 8GB of anonymized data to S3 bucket acme-stage-option,data_export,,0.7970618807591943
2025-06-03T20:02:07.389993,Install VSCode extension 'different',devtool_install,,0.741937485144831
2025-06-03T20:02:07.469704,Install VSCode extension 'different',devtool_install,,0.741937485144831
2025-06-03T20:02:07.541854,Export 15GB of anonymized data to S3 bucket acme-dev-difficult,data_export,,0.7970618807591943
2025-06-03T20:02:07.614895,Export 15GB of anonymized data to S3 bucket acme-dev-difficult,data_export,,0.7970618807591943
2025-06-03T20:02:07.694030,Install VSCode extension 'strong',devtool_install,,0.741937485144831
2025-06-03T20:02:07.772171,Install VSCode extension 'strong',devtool_install,,0.741937485144831
2025-06-03T20:02:07.850488,Export 39GB of anonymized data to S3 bucket acme-dev-executive,data_export,,0.7970618807591943
2025-06-03T20:02:07.926569,Export 39GB of anonymized data to S3 bucket acme-dev-executive,data_export,,0.7970618807591943
